"Name","Gross Export","Share","Code","Sector"
"Residual lyes","62630872","0.00294601584596268","3804","Chemicals"
"Turpentines","39618396","0.00186356055217664","3805","Chemicals"
"Rosin and resin acids","99567376","0.004683426209312945","3806","Chemicals"
"Wood tar and oils","36291432","0.0017070676222530811","3807","Chemicals"
"Insecticides, rodenticides, fungicides, etc.","4393303040","0.20665112840766472","3808","Chemicals"
"Finishing agents","415642592","0.01955089595892903","3809","Chemicals"
"Pickling preparations for metal surfaces","182065344","0.00856394572351869","3810","Chemicals"
"Anti-knock","2605976832","0.12257930947031402","3811","Chemicals"
"Stabilizers for rubber or plastic","418706496","0.019695015136042007","3812","Chemicals"
"Preparations for fire extinguishers","52947968","0.0024905537438393785","3813","Chemicals"
"Organic composite solvents and thinners","182388624","0.008579152090159773","3814","Chemicals"
"Catalytic preparations","4167933696","0.1960502595802562","3815","Chemicals"
"Refractory cements","178497712","0.008396132310277955","3816","Chemicals"
"Mixed alkylbenzenes","194735584","0.009159925415644804","3817","Chemicals"
"Chemical elements for electronics","1234082688","0.05804848372662316","3818","Chemicals"
"Hydraulic fluids","104080944","0.0048957343318923345","3819","Chemicals"
"Antifreezing preparation","143665616","0.006757708582693684","3820","Chemicals"
"Prepared culture media for micro-organisms","846229760","0.039804751278015034","3821","Chemicals"
"Diagnostic or laboratory reagents","8968274944","0.42184755300826826","3822","Chemicals"
"Industrial monocarboxylic fatty acids","5816941056","0.2736158699180635","3823","Chemicals"
"Polymers of ethylene","10581500928","0.4977300876148875","3901","Chemicals"
"Polymers of propylene","3107250176","0.14615808408138287","3902","Chemicals"
"Polymers of styrene","1062431616","0.04997440201675202","3903","Chemicals"
"Polymers of vinyl chloride","3112768256","0.14641764219705605","3904","Chemicals"
"Polymers of vinyl acetate","726168128","0.034157321199696146","3905","Chemicals"
"Acrylic polymers","1518753536","0.07143876239129884","3906","Chemicals"
"Polyacetals","5119803904","0.2408241007630485","3907","Chemicals"
"Polyamides","2009486848","0.0945217575201827","3908","Chemicals"
"Amino-resins","1353482240","0.06366477104564444","3909","Chemicals"
"Silicones in primary forms","1108750848","0.052153154875962116","3910","Chemicals"
"Petroleum resins","1014328512","0.04771173981680706","3911","Chemicals"
"Cellulose n.e.c.","1204000256","0.05663347354830257","3912","Chemicals"
"Natural polymers","328703232","0.015461463319417732","3913","Chemicals"
"Ion-exchangers based on polymers","215986560","0.010159523697434218","3914","Chemicals"
"Plastic waste","221951168","0.010440085489436023","3915","Chemicals"
"Monofilament","368458752","0.017331473877221976","3916","Chemicals"
"Plastic tubes and fittings","2688791296","0.12647471624700563","3917","Chemicals"
"Plastic floor coverings","244795952","0.01151465292738571","3918","Chemicals"
"Self-adhesive plastic sheets","2424508160","0.11404342986037015","3919","Chemicals"
"Other plates of plastics, noncellular and not reinforced","4874354176","0.22927869567791365","3920","Chemicals"
"Other plastic plates, sheets etc.","2633315840","0.1238652751324383","3921","Chemicals"
"Baths, sinks etc.","112679624","0.005300196967098218","3922","Chemicals"
"Packing lids","5191381504","0.24419095064206628","3923","Chemicals"
"Plastic household articles","770959808","0.03626422143648815","3924","Chemicals"
"Plastic builders' ware","575761856","0.027082547266416516","3925","Chemicals"
"Other articles of plastic","6840267264","0.32175084118841246","3926","Chemicals"
"Natural rubber","54424988","0.0025600294542335086","4001","Chemicals"
"Synthetic rubber","1874112896","0.08815407022816173","4002","Chemicals"
"Reclaimed rubber","21877012","0.0010290456121114793","4003","Chemicals"
"Scrap of rubber","26655966","0.0012538368973282448","4004","Chemicals"
"Compounded rubber","634044160","0.02982401621998967","4005","Chemicals"
"Unvulcanized rubber rods","81675056","0.0038418115780966496","4006","Chemicals"
"Vulcanized rubber thread and cord","9237139","0.00043449431560460897","4007","Chemicals"
"Vulcanized rubber plates","344158528","0.01618844580371148","4008","Chemicals"
"Vulcanized rubber tubes","839062592","0.039467623758879154","4009","Chemicals"
"Conveyor belts of vulcanized rubber","378679072","0.01781221482348901","4010","Chemicals"
"New pneumatic tires of rubber","3934607360","0.18507511168296345","4011","Chemicals"
"Used pneumatic tires of rubber","134930640","0.006346834889124422","4012","Chemicals"
"Rubber inner tubes","12776027","0.0006009556755085103","4013","Chemicals"
"Rubber hygenic or pharmeceutical items","51100624","0.0024036588224826383","4014","Chemicals"
"Vulcanized rubber articles of apparel","203746336","0.00958377099416461","4015","Chemicals"
"Other articles of vulcanized rubber","2456344320","0.11554093147322657","4016","Chemicals"
"Hard rubber","8897095","0.00041849940797623463","4017","Chemicals"
"Raw hides of bovines or equines","77526376","0.003646666969223434","4101","Agriculture"
"Raw skins of sheep or lambs","3791927","0.00017836374733428152","4102","Agriculture"
"Other raw hides and skins","116965616","0.005501800424697679","4103","Agriculture"
"Tanned hides of bovines or equines","1118755328","0.05262374319238563","4104","Agriculture"
"Tanned sheepskins","1212576","0.00005703685732547429","4105","Agriculture"
"Tanned skins of other animals","883874","0.000041575451956575315","4106","Agriculture"
"Bovine leather further prepared","39452124","0.001855739489957677","4107","Agriculture"
"Chamois leather","896657","0.000042176735626375424","4108","Agriculture"
"Patent leather","3808716","0.00017915346426553976","4109","Agriculture"
"Waste of leather","244544","0.000011502801669999064","4110","Agriculture"
"Composition leather","3043819","0.00014317442372896035","4111","Agriculture"
"Saddlery and harnesses","53948792","0.0025376302616790117","4201","Agriculture"
"Trunks or cases","937814784","0.044112705539882446","4202","Agriculture"
"Leather apparel","119257328","0.0056095974208241715","4203","Agriculture"
"Other articles of leather","101490936","0.00477390616048878","4205","Agriculture"
"Articles of gut","3859063","0.00018152167430413995","4206","Agriculture"
"Other raw furskins","114150272","0.005369372952893743","4301","Agriculture"
"Other tanned furskins","13087842","0.0006156227542457958","4302","Agriculture"
"Furskin apparel","24416876","0.0011485151221414553","4303","Agriculture"
"Artificial fur","719963","0.000033865445885965454","4304","Agriculture"
"Fuel wood","1412648192","0.0664478048206407","4401","Agriculture"
"Wood charcoal","20945086","0.0009852099017725808","4402","Agriculture"
"Wood in the rough","1571588608","0.07392400576032905","4403","Agriculture"
"Strips and other pieces of wood","5126724","0.0002411496065690603","4404","Agriculture"
"Wood wool or flour","6761993","0.00031806899524389063","4405","Agriculture"
"Wooden railway ties","155555696","0.007316991296971779","4406","Agriculture"
"Wood sawn lengthwise","2503766016","0.11777154176807324","4407","Agriculture"
"Sheets for veneering for plywood","273506752","0.012865144610628845","4408","Agriculture"
"Wood shaped along its edges","194527840","0.009150153603495938","4409","Agriculture"
"Particle board and similar board","184308688","0.0086694675973311","4410","Agriculture"
"Fiberboard of wood","214926832","0.010109676467454561","4411","Agriculture"
"Plywood","224591200","0.01056426667768211","4412","Agriculture"
"Densified wood","5791645","0.00027242600013920493","4413","Agriculture"
"Wooden frames","17702338","0.000832678303737928","4414","Agriculture"
"Packing boxes","133901744","0.00629843792732182","4415","Agriculture"
"Casks, barrels, etc. of wood","197474032","0.009288735871953713","4416","Agriculture"
"Wooden tools","22793432","0.0010721519549635654","4417","Agriculture"
"Wood carpentry for construction","390038432","0.018346533658455805","4418","Agriculture"
"Wooden kitchenware","26097170","0.001227552385902944","4419","Agriculture"
"Wood marquetry, ornaments, etc.","28066006","0.0013201620186428773","4420","Agriculture"
"Other articles of wood","135492192","0.006373249036612773","4421","Agriculture"
"Natural cork, raw","2096591","0.00009861894160603004","4501","Agriculture"
"Natural cork, debacked","606780","0.00002854157124003056","4502","Agriculture"
"Articles of natural cork","10242041","0.00048176265342432805","4503","Agriculture"
"Agglomerated cork","8016327","0.00037707005529826366","4504","Agriculture"
"Products of plaiting materials","7547108","0.0003549990451864012","4601","Agriculture"
"Basketwork","13514280","0.0006356814420015824","4602","Agriculture"
"Mechanical woodpulp","28227562","0.0013277612507916862","4701","Agriculture"
"Chemical woodpulp, dissolving grade","663909888","0.03122883312784322","4702","Agriculture"
"Chemical woodpulp, soda or sulfate","4012023552","0.18871659584377937","4703","Agriculture"
"Chemical woodpulp, sulfite","44415044","0.0020891841234963113","4704","Agriculture"
"Semichemical woodpulp","74119712","0.0034864251299293776","4705","Agriculture"
"Pulps of recovered paper fibers","244046560","0.011479403207298183","4706","Agriculture"
"Paper waste","2384453376","0.1121593425947384","4707","Agriculture"
"Newsprint","89362624","0.004203417546873767","4801","Agriculture"
"Paper used for graphic purposes","380213216","0.017884377518812625","4802","Agriculture"
"Tissue","236066864","0.011104056192139828","4803","Agriculture"
"Uncoated kraft paper and paperboard","3088862720","0.14529317936246178","4804","Agriculture"
"Other uncoated paper and paperboard","1116450560","0.05251533207128121","4805","Agriculture"
"Transparent paper","65489972","0.003080501501937451","4806","Agriculture"
"Uncoated composite paper","46702672","0.0021967890174161646","4807","Agriculture"
"Corrugated paper and paperboard","467726432","0.022000803058395642","4808","Agriculture"
"Carbon paper","33105124","0.0015571908353209487","4809","Agriculture"
"Paper and paperboard, coated with kaolin","1808956288","0.08508924942162437","4810","Agriculture"
"Cellulose wadding, coated","1912758400","0.08997186812117548","4811","Agriculture"
"Filter blocks of paper pulp","2400252","0.00011290247445866017","4812","Agriculture"
"Cigarette paper","25932976","0.0012198290681466144","4813","Agriculture"
"Wallpaper","43012792","0.0020232253322466404","4814","Agriculture"
"Other carbon paper","61658988","0.0029003006008605906","4816","Agriculture"
"Letterstock","41954684","0.001973454303436122","4817","Agriculture"
"Toilet paper","1648172416","0.07752633644338522","4818","Agriculture"
"Cardboard packing containers","1862140672","0.08759092364423081","4819","Agriculture"
"Notebooks","149360256","0.00702557168504763","4820","Agriculture"
"Paper labels","468854944","0.022053885733571536","4821","Agriculture"
"Bobbins, spools, cops of paper","19990874","0.0009403259079427052","4822","Agriculture"
"Other paper cut to size","1097027456","0.05160171279161061","4823","Agriculture"
"Books, brochures etc.","1908164480","0.08975578042060692","4901","Agriculture"
"Newspapers, journals and periodicals","359186048","0.016895306663728262","4902","Agriculture"
"Children's books","37659972","0.0017714406765805663","4903","Agriculture"
"Music, printed or in manuscript","14842234","0.0006981454218533961","4904","Agriculture"
"Maps","14426193","0.0006785757856750884","4905","Agriculture"
"Architectural, engineering, etc. drawings","4911318","0.0002310173911128323","4906","Agriculture"
"Unused stamps","244591664","0.011505043677731001","4907","Agriculture"
"Transfers (decalcomanias)","65667096","0.0030888330179141134","4908","Agriculture"
"Printed or illustrated postcards","63094020","0.0029678012898413145","4909","Agriculture"
"Calendars","19751396","0.0009290613995584141","4910","Agriculture"
"Other printed matter","1080834304","0.05084002321481401","4911","Agriculture"
"Silkworm cocoons","43852","0.0000020626997956719406","5001","Textiles"
"Raw silk","160906","0.000007568657605636898","5002","Textiles"
"Silk waste","97522","0.00000458721630652009","5003","Textiles"
"Silk yarn","499513","0.000023495971974721288","5004","Textiles"
"Yarn from silk waste","57934","0.0000027250855140576983","5005","Textiles"
"Silk yarn, for retail sale","408895","0.000019233504354448556","5006","Textiles"
"Woven silk fabrics","3433034","0.00016148222499167255","5007","Textiles"
"Wool","8732606","0.00041076221408108094","5101","Textiles"
"Animal hair","1883355","0.00008858879808623843","5102","Textiles"
"Wool or animal hair waste","893948","0.00004204931033798549","5103","Textiles"
"Garnetted stock of wool or animal hair","47003","0.0000022109157734189592","5104","Textiles"
"Wool, combed","4379972","0.00020602406616457218","5105","Textiles"
"Yarn of carded wool, not for retail sale","267035","0.000012560727901515474","5106","Textiles"
"Yarn of combed wool, not for retail sale","1839510","0.00008652642755487756","5107","Textiles"
"Yarn of animal hair, not for retail sale","252109","0.000011858642314764599","5108","Textiles"
"Yarn of wool or animal hair, for retail sale","6241955","0.0002936075732713091","5109","Textiles"
"Yarn of coarse animal hair or of horsehair","24999","0.0000011758969304023268","5110","Textiles"
"Woven fabrics of carded wool","11429123","0.0005376003301288305","5111","Textiles"
"Woven fabrics of combed wool","11097420","0.0005219977644459934","5112","Textiles"
"Woven fabrics of coarse animal hair","94164","0.0000044292635127166965","5113","Textiles"
"Raw cotton","5741282304","0.27005705179594375","5201","Textiles"
"Cotton waste","13730126","0.00064583435407165","5202","Textiles"
"Cotton, carded or combed","40389896","0.00189985018303409","5203","Textiles"
"Cotton sewing thread","3417850","0.00016076800366317023","5204","Textiles"
"Cotton yarn of > 85%","735434432","0.03459318737153401","5205","Textiles"
"Cotton yarn of < 85%","57236600","0.0026922813811218775","5206","Textiles"
"Cotton yarn for retail sale","11526171","0.0005421652505377142","5207","Textiles"
"Woven fabrics of cotton of > 85% weighing < 200 g/m2","60493796","0.00284549258069461","5208","Textiles"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","184046496","0.008657134673295097","5209","Textiles"
"Woven fabrics of cotton of < 85% weighing < 200 g/m2","17549928","0.0008255092789304311","5210","Textiles"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","22872064","0.001075850628007743","5211","Textiles"
"Other woven cotton fabrics","5644168","0.00026548901259550547","5212","Textiles"
"Flax, raw or processed","2037551","0.00009584183233082089","5301","Textiles"
"Hemp fiber","6113502","0.0002875654320496214","5302","Textiles"
"Textile bast fibers","1797694","0.00008455949663597266","5303","Textiles"
"Vegetable textile fibers","1788073","0.00008410694635926555","5305","Textiles"
"Flax yarn","588153","0.000027665398908233116","5306","Textiles"
"Yarn of textile bast fibers","750265","0.000035290784050894104","5307","Textiles"
"Yarn of other vegetable textile fibers","3443087","0.00016195509558014946","5308","Textiles"
"Woven fabrics of flax","4355712","0.0002048829301378687","5309","Textiles"
"Woven fabrics of jute or of other textile bast fibers","1321686","0.0000621691471801164","5310","Textiles"
"Woven fabrics of vegetable textile fibers","903059","0.000042477871357742105","5311","Textiles"
"Synthetic sowing thread","82622680","0.003886385687172036","5401","Textiles"
"Synthetic filament yarn","679484736","0.03196143907026823","5402","Textiles"
"Artificial filament yarn","98897064","0.0046518962351855065","5403","Textiles"
"Synthetic monofilament >67 dtex, thickness < 1mm","137232944","0.006455130109191344","5404","Textiles"
"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm","760310","0.000035763278337301215","5405","Textiles"
"Synthetic filament yarn for retail sale","4569132","0.000214921728605266","5406","Textiles"
"Woven fabrics of synthetic filament yarn","368720768","0.017343798522612447","5407","Textiles"
"Woven fabrics of artificial filament yarn","12679595","0.000596419730359002","5408","Textiles"
"Synthetic filament tow","51305088","0.0024132763507828813","5501","Textiles"
"Artificial filament tow","571474816","0.02688089451324591","5502","Textiles"
"Synthetic staple fibers","221961104","0.01044055285660673","5503","Textiles"
"Artificial staple fibers, not processed for spinning","43143212","0.002029359996739743","5504","Textiles"
"Waste of man-made fibers","18390386","0.0008650425395541392","5505","Textiles"
"Synthetic staple fibers, processed","13494943","0.0006347718728610892","5506","Textiles"
"Artificial staple fibers, processed","832120","0.000039141059791447025","5507","Textiles"
"Synthetic staple fibers sewing thread","11326297","0.0005327636255500253","5508","Textiles"
"Yarn of synthetic staple fibers, not for retail sale","366551616","0.017241766474195466","5509","Textiles"
"Yarn of artificial staple fibers, not for retail sale","4103060","0.00019299874632011565","5510","Textiles"
"Yarn of synthetic staple fibers, for retail sale","25325462","0.0011912529711916786","5511","Textiles"
"Woven fabrics of > 85% synthetic staple fibers","192033680","0.009032833907190795","5512","Textiles"
"Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2","107265024","0.0050455063186980245","5513","Textiles"
"Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2","93322568","0.0043896844373159894","5514","Textiles"
"Other woven fabrics of synthetic staple fibers","72159504","0.0033942213389717354","5515","Textiles"
"Woven fabrics of artificial staple fibers","13669686","0.0006429913919342238","5516","Textiles"
"Wadding of textile materials","110745032","0.0052091980953681135","5601","Textiles"
"Felt","113675096","0.0053470217388531475","5602","Textiles"
"Nonwoven textiles","1833281280","0.086233442526343","5603","Textiles"
"Rubber textiles","21912178","0.0010306997419348533","5604","Textiles"
"Metallised yarn","16251000","0.0007644106170634111","5605","Textiles"
"Gimp yarn","26771590","0.001259275591143231","5606","Textiles"
"Twine and ropes of baste fibers","154132432","0.007250044148335748","5607","Textiles"
"Nets","15259208","0.0007177589442605956","5608","Textiles"
"Articles of yarn, rope etc not elsewhere clasified","34510072","0.0016232764403681461","5609","Textiles"
"Carpets, knotted","35973028","0.001692090611723547","5701","Textiles"
"Woven carpets and rugs","116873496","0.0054974673063638","5702","Textiles"
"Carpets, tufted","521189344","0.024515578613864653","5703","Textiles"
"Carpets of felt","23723054","0.001115879290306358","5704","Textiles"
"Other carpets","56232664","0.0026450584817770883","5705","Textiles"
"Woven pile fabrics","38468696","0.0018094812409688496","5801","Textiles"
"Terry cloth","1153683","0.00005426666260079793","5802","Textiles"
"Gauze","2365169","0.00011125224876926041","5803","Textiles"
"Lace and net fabrics","13932187","0.0006553388506376736","5804","Textiles"
"Hand-woven tapestries","1330190","0.00006256915628032606","5805","Textiles"
"Narrow woven fabrics","219326480","0.010316626048559836","5806","Textiles"
"Labels and badges of textiles","26661062","0.0012540766017467145","5807","Textiles"
"Braids in piece","9117800","0.0004288808765159541","5808","Textiles"
"Woven fabric incorporating metal threads","1542997","0.00007257912060162404","5809","Textiles"
"Embroidery in the piece","8922246","0.0004196824546459634","5810","Textiles"
"Quilted textile products","16697355","0.0007854061558597522","5811","Textiles"
"Stiffened textiles","16995962","0.0007994519598797788","5901","Textiles"
"Tire cord fabric","67904352","0.0031940685258513984","5902","Textiles"
"Textile fabrics impregnated with plastics","874932544","0.04115486590658421","5903","Textiles"
"Linoleum","5073934","0.0002386664832858914","5904","Textiles"
"Textile wall coverings","5438758","0.00025582698657550696","5905","Textiles"
"Rubberized textile fabrics","189608336","0.008918751161290171","5906","Textiles"
"Other textile fabrics impregnated, coated or covered","65747784","0.003092628400590232","5907","Textiles"
"Textile wicks","6312038","0.00029690412051613436","5908","Textiles"
"Textile hosepiping and similar tubing","25957536","0.0012209843155009358","5909","Textiles"
"Transmission belts or belting, of textile material","31005614","0.0014584345904971963","5910","Textiles"
"Textile articles for technical use","543624192","0.025570863581153055","5911","Textiles"
"Pile fabrics, knit","58226196","0.00273882975900653","6001","Textiles"
"Other knitted fabrics","584022016","0.027471086679538324","6002","Textiles"
"Men's overcoats, knit","41025420","0.0019297438076109536","6101","Textiles"
"Women's overcoats, knit","24674498","0.001160633083620079","6102","Textiles"
"Men's suits, knit","67839744","0.0031910295103356003","6103","Textiles"
"Women's suits, knit","202268160","0.009514240908121394","6104","Textiles"
"Men's shirts, knit","68611104","0.0032273125559068284","6105","Textiles"
"Women's shirts, knit","46354376","0.0021804059542027796","6106","Textiles"
"Men's undergarments, knit","41266520","0.0019410846112398988","6107","Textiles"
"Women's undergarments, knit","88965296","0.004184728128274507","6108","Textiles"
"T-shirts, knit","595712384","0.028020975388945647","6109","Textiles"
"Sweaters, pullovers, sweatshirts etc., knit","428784032","0.020169039842967043","6110","Textiles"
"Babies' garments, knit","42115988","0.001981041682069732","6111","Textiles"
"Activewear, knit","29772098","0.0014004127625039905","6112","Textiles"
"Garments knit with impregnated fibers","12931995","0.000608292060661556","6113","Textiles"
